source_file,entity,entity_type,start_position,end_position,context
louvre_cleaned_2.txt,Greenwood Press,ORG,45924,45939,"015. - ^ Irene Earls, Artists of the Renaissance, Greenwood Press, 2004, p. 113. ISBN 0-313-31937-5 - ^ a b Salguei"
louvre_cleaned_2.txt,Salgueiro,ORG,45982,45991,"d Press, 2004, p. 113. ISBN 0-313-31937-5 - ^ a b Salgueiro, Heliana Angotti (2000). Paisaje y art. Universit"
louvre_cleaned_2.txt,Heliana Angotti,PERSON,45993,46008,"04, p. 113. ISBN 0-313-31937-5 - ^ a b Salgueiro, Heliana Angotti (2000). Paisaje y art. University of São Paulo. p"
louvre_cleaned_2.txt,University Of São Paulo,ORG,46032,46055,"Salgueiro, Heliana Angotti (2000). Paisaje y art. University of São Paulo. p. 74. ISBN 978-85-901430-1-7. - ^ ""BBC News – E"
louvre_cleaned_2.txt,978-85-901430-1-7,DATE,46069,46086,"isaje y art. University of São Paulo. p. 74. ISBN 978-85-901430-1-7. - ^ ""BBC News – Entertainment – Mona Lisa smile "
louvre_cleaned_2.txt,Bbc News – Entertainment,ORG,46093,46117,"of São Paulo. p. 74. ISBN 978-85-901430-1-7. - ^ ""BBC News – Entertainment – Mona Lisa smile secrets revealed"". 18 February "
louvre_cleaned_2.txt,18 February 2003,DATE,46155,46171,"ntertainment – Mona Lisa smile secrets revealed"". 18 February 2003. Archived from the original on 31 August 2007. - "
louvre_cleaned_2.txt,31 August 2007,DATE,46203,46217,". 18 February 2003. Archived from the original on 31 August 2007. - ^ Rosetta Borchia and Olivia Nesci, Codice P. "
louvre_cleaned_2.txt,Rosetta Borchia,PERSON,46223,46238,"Archived from the original on 31 August 2007. - ^ Rosetta Borchia and Olivia Nesci, Codice P. Atlante illustrato de"
louvre_cleaned_2.txt,Olivia Nesci,PERSON,46243,46255,"iginal on 31 August 2007. - ^ Rosetta Borchia and Olivia Nesci, Codice P. Atlante illustrato del reale paesaggio"
louvre_cleaned_2.txt,Codice P. Atlante,PERSON,46257,46274,"ugust 2007. - ^ Rosetta Borchia and Olivia Nesci, Codice P. Atlante illustrato del reale paesaggio della Gioconda, Mo"
louvre_cleaned_2.txt,Mondadori Electa,PERSON,46322,46338,"te illustrato del reale paesaggio della Gioconda, Mondadori Electa, 2012, ISBN 978-88-370-9277-1 - ^ ""Researchers id"
louvre_cleaned_2.txt,Times,ORG,46432,46437,"ers identify landscape behind the Mona Lisa"". The Times. Retrieved 22 January 2014. - ^ ""Mystery of where"
louvre_cleaned_2.txt,22 January 2014,DATE,46449,46464,"scape behind the Mona Lisa"". The Times. Retrieved 22 January 2014. - ^ ""Mystery of where Mona Lisa was painted has "
louvre_cleaned_2.txt,11 May 2024,DATE,46586,46597," claims"". The Guardian. ISSN 1756-3224. Retrieved 11 May 2024. - ^ Chiesa 1967, p. 103. - ^ Chiesa 1967, p. 87."
louvre_cleaned_2.txt,Chiesa 1967,ORG,46603,46614,"rdian. ISSN 1756-3224. Retrieved 11 May 2024. - ^ Chiesa 1967, p. 103. - ^ Chiesa 1967, p. 87. - ^ Wiesner-Hank"
louvre_cleaned_2.txt,Wiesner-Hanks,PERSON,46652,46665," Chiesa 1967, p. 103. - ^ Chiesa 1967, p. 87. - ^ Wiesner-Hanks, Merry E. (2005). An Age of Voyages, 1350–1600. N"
louvre_cleaned_2.txt,Merry E.,PERSON,46667,46675,". 103. - ^ Chiesa 1967, p. 87. - ^ Wiesner-Hanks, Merry E. (2005). An Age of Voyages, 1350–1600. New York: O"
louvre_cleaned_2.txt,1350–1600,DATE,46703,46712,"iesner-Hanks, Merry E. (2005). An Age of Voyages, 1350–1600. New York: Oxford University Press. p. 26. ISBN 9"
louvre_cleaned_2.txt,Vezzosi,GPE,46884,46891,"– Leonardo and the 'common vice of painters'"". In Vezzosi; Schwarz; Manetti (eds.). Mona Lisa: Leonardo's h"
louvre_cleaned_2.txt,Schwarz,PERSON,46893,46900,"o and the 'common vice of painters'"". In Vezzosi; Schwarz; Manetti (eds.). Mona Lisa: Leonardo's hidden fac"
louvre_cleaned_2.txt,Manetti,PERSON,46902,46909," 'common vice of painters'"". In Vezzosi; Schwarz; Manetti (eds.). Mona Lisa: Leonardo's hidden face. Polist"
louvre_cleaned_2.txt,Polistampa,ORG,46953,46963,"anetti (eds.). Mona Lisa: Leonardo's hidden face. Polistampa. ISBN 978-88-596-0258-3. - ^ Asmus, John F.; Parf"
louvre_cleaned_2.txt,Asmus,GPE,46993,46998,"den face. Polistampa. ISBN 978-88-596-0258-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 Nov"
louvre_cleaned_2.txt,John F.,PERSON,47000,47007,"e. Polistampa. ISBN 978-88-596-0258-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 201"
louvre_cleaned_2.txt,Parfenov,GPE,47009,47017,"ampa. ISBN 978-88-596-0258-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 2016). ""Seein"
louvre_cleaned_2.txt,Vadim,ORG,47019,47024," 978-88-596-0258-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 2016). ""Seeing doubl"
louvre_cleaned_2.txt,Elford,PERSON,47026,47032,"-596-0258-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 2016). ""Seeing double: Leona"
louvre_cleaned_2.txt,Jessie,PERSON,47034,47040,"8-3. - ^ Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 2016). ""Seeing double: Leonardo's Mo"
louvre_cleaned_2.txt,28 November 2016,DATE,47042,47058," Asmus, John F.; Parfenov, Vadim; Elford, Jessie (28 November 2016). ""Seeing double: Leonardo's Mona Lisa twin"". Opt"
louvre_cleaned_2.txt,Quantum Electronics,ORG,47117,47136,"g double: Leonardo's Mona Lisa twin"". Optical and Quantum Electronics. 48 (12): 555. Bibcode:2016OQEle..48..555A. doi:1"
louvre_cleaned_2.txt,Carmen Bambach,PERSON,47226,47240,"55A. doi:10.1007/s11082-016-0799-0. - ^ Leonardo, Carmen Bambach, Rachel Stern, and Alison Manges (2003). Leonardo"
louvre_cleaned_2.txt,Rachel Stern,PERSON,47242,47254,"/s11082-016-0799-0. - ^ Leonardo, Carmen Bambach, Rachel Stern, and Alison Manges (2003). Leonardo da Vinci, mas"
louvre_cleaned_2.txt,Alison Manges,PERSON,47260,47273,". - ^ Leonardo, Carmen Bambach, Rachel Stern, and Alison Manges (2003). Leonardo da Vinci, master draftsman. New "
louvre_cleaned_2.txt,Metropolitan Museum Of Art,ORG,47329,47355,"). Leonardo da Vinci, master draftsman. New York: Metropolitan Museum of Art. p. 234. ISBN 1-58839-033-0 - ^ Lorenzi, Rossella"
louvre_cleaned_2.txt,1-58839-033,DATE,47370,47381,"ew York: Metropolitan Museum of Art. p. 234. ISBN 1-58839-033-0 - ^ Lorenzi, Rossella (10 May 2016). ""Did a Str"
louvre_cleaned_2.txt,Rossella,PERSON,47397,47405,"m of Art. p. 234. ISBN 1-58839-033-0 - ^ Lorenzi, Rossella (10 May 2016). ""Did a Stroke Kill Leonardo da Vin"
louvre_cleaned_2.txt,May 2016,DATE,47410,47418,"234. ISBN 1-58839-033-0 - ^ Lorenzi, Rossella (10 May 2016). ""Did a Stroke Kill Leonardo da Vinci?"". Seeker."
louvre_cleaned_2.txt,Kill Leonardo Da Vinci,PERSON,47435,47457," ^ Lorenzi, Rossella (10 May 2016). ""Did a Stroke Kill Leonardo da Vinci?"". Seeker. Retrieved 5 May 2019. - ^ McMahon, Bar"
louvre_cleaned_2.txt,May 2019,DATE,47481,47489,"oke Kill Leonardo da Vinci?"". Seeker. Retrieved 5 May 2019. - ^ McMahon, Barbara (1 May 2005). ""Da Vinci 'pa"
louvre_cleaned_2.txt,Mcmahon,GPE,47495,47502,"rdo da Vinci?"". Seeker. Retrieved 5 May 2019. - ^ McMahon, Barbara (1 May 2005). ""Da Vinci 'paralysis left "
louvre_cleaned_2.txt,Barbara,PERSON,47504,47511,"nci?"". Seeker. Retrieved 5 May 2019. - ^ McMahon, Barbara (1 May 2005). ""Da Vinci 'paralysis left Mona Lisa"
louvre_cleaned_2.txt,1 May 2005,DATE,47513,47523,"eker. Retrieved 5 May 2019. - ^ McMahon, Barbara (1 May 2005). ""Da Vinci 'paralysis left Mona Lisa unfinished'"
louvre_cleaned_2.txt,Da Vinci ',PERSON,47527,47537,"d 5 May 2019. - ^ McMahon, Barbara (1 May 2005). ""Da Vinci 'paralysis left Mona Lisa unfinished'"". The Guardia"
louvre_cleaned_2.txt,2 May 2019,DATE,47616,47626,"nished'"". The Guardian. ISSN 1756-3224. Retrieved 2 May 2019. - ^ Saplakoglu, Yasemin (4 May 2019). ""A Portrai"
louvre_cleaned_2.txt,Saplakoglu,GPE,47632,47642,"ardian. ISSN 1756-3224. Retrieved 2 May 2019. - ^ Saplakoglu, Yasemin (4 May 2019). ""A Portrait of Leonardo da"
louvre_cleaned_2.txt,Yasemin,GPE,47644,47651," 1756-3224. Retrieved 2 May 2019. - ^ Saplakoglu, Yasemin (4 May 2019). ""A Portrait of Leonardo da Vinci Ma"
louvre_cleaned_2.txt,4 May 2019,DATE,47653,47663,"4. Retrieved 2 May 2019. - ^ Saplakoglu, Yasemin (4 May 2019). ""A Portrait of Leonardo da Vinci May Reveal Why"
louvre_cleaned_2.txt,A Portrait Of Leonardo Da Vinci,WORK_OF_ART,47667,47698," May 2019. - ^ Saplakoglu, Yasemin (4 May 2019). ""A Portrait of Leonardo da Vinci May Reveal Why He Never Finished the Mona Lisa"". "
louvre_cleaned_2.txt,Bodkin,GPE,47788,47794,"na Lisa"". Live Science. Retrieved 5 May 2019. - ^ Bodkin, Henry (4 May 2019). ""Leonardo da Vinci never fin"
louvre_cleaned_2.txt,Henry,PERSON,47796,47801,". Live Science. Retrieved 5 May 2019. - ^ Bodkin, Henry (4 May 2019). ""Leonardo da Vinci never finished t"
louvre_cleaned_2.txt,10 January 2022,DATE,47966,47981,"ay"". The Telegraph. Archived from the original on 10 January 2022. Retrieved 6 May 2019. - ^ Thomas, Henry; Lee Tho"
louvre_cleaned_2.txt,6 May 2019,DATE,47993,48003,"d from the original on 10 January 2022. Retrieved 6 May 2019. - ^ Thomas, Henry; Lee Thomas, Dana (1940). Livi"
louvre_cleaned_2.txt,Thomas,PERSON,48009,48015,"nal on 10 January 2022. Retrieved 6 May 2019. - ^ Thomas, Henry; Lee Thomas, Dana (1940). Living biographi"
louvre_cleaned_2.txt,Lee Thomas,PERSON,48024,48034,"ry 2022. Retrieved 6 May 2019. - ^ Thomas, Henry; Lee Thomas, Dana (1940). Living biographies of great painter"
louvre_cleaned_2.txt,Dana,PERSON,48036,48040,"rieved 6 May 2019. - ^ Thomas, Henry; Lee Thomas, Dana (1940). Living biographies of great painters. Gar"
louvre_cleaned_2.txt,1940,DATE,48042,48046," 6 May 2019. - ^ Thomas, Henry; Lee Thomas, Dana (1940). Living biographies of great painters. Garden Ci"
louvre_cleaned_2.txt,"Garden City Publishing Co., Inc.",ORG,48087,48119,"ana (1940). Living biographies of great painters. Garden City Publishing Co., Inc. p. 49. - ^ a b c d Becherucci, Luisa (1969). The "
louvre_cleaned_2.txt,"Becherucci, Luisa",ORG,48139,48156,"rden City Publishing Co., Inc. p. 49. - ^ a b c d Becherucci, Luisa (1969). The Complete Work of Raphael. New York: R"
louvre_cleaned_2.txt,1969,DATE,48158,48162,"g Co., Inc. p. 49. - ^ a b c d Becherucci, Luisa (1969). The Complete Work of Raphael. New York: Reynal "
louvre_cleaned_2.txt,Reynal And Co.,ORG,48205,48219,"a (1969). The Complete Work of Raphael. New York: Reynal and Co., William Morrow and Company. p. 50. - ^ Clark, Ke"
louvre_cleaned_2.txt,William Morrow,PERSON,48221,48235,"mplete Work of Raphael. New York: Reynal and Co., William Morrow and Company. p. 50. - ^ Clark, Kenneth (March 197"
louvre_cleaned_2.txt,Burlington Magazine,ORG,48302,48321,"50. - ^ Clark, Kenneth (March 1973). ""Mona Lisa"". Burlington Magazine. Vol. 115. - ^ a b c Lorusso, Salvatore; Natali, "
louvre_cleaned_2.txt,Lorusso,PERSON,48343,48350,"a Lisa"". Burlington Magazine. Vol. 115. - ^ a b c Lorusso, Salvatore; Natali, Andrea (2015). ""Mona Lisa: A "
louvre_cleaned_2.txt,Natali,GPE,48363,48369,"Magazine. Vol. 115. - ^ a b c Lorusso, Salvatore; Natali, Andrea (2015). ""Mona Lisa: A comparative evaluat"
louvre_cleaned_2.txt,2015,DATE,48379,48383,"15. - ^ a b c Lorusso, Salvatore; Natali, Andrea (2015). ""Mona Lisa: A comparative evaluation of the dif"
louvre_cleaned_2.txt,26 July 2017,DATE,48505,48517,"pies"". Conservation Science. 15: 57–84. Retrieved 26 July 2017. - ^ a b c Isbouts, Jean-Pierre; Heath-Brown, Chr"
louvre_cleaned_2.txt,Jean-Pierre,PERSON,48538,48549,"57–84. Retrieved 26 July 2017. - ^ a b c Isbouts, Jean-Pierre; Heath-Brown, Christopher (2013). The Mona Lisa M"
louvre_cleaned_2.txt,Heath-Brown,ORG,48551,48562,"ved 26 July 2017. - ^ a b c Isbouts, Jean-Pierre; Heath-Brown, Christopher (2013). The Mona Lisa Myth. Santa Mo"
louvre_cleaned_2.txt,Christopher,PERSON,48564,48575,"017. - ^ a b c Isbouts, Jean-Pierre; Heath-Brown, Christopher (2013). The Mona Lisa Myth. Santa Monica, Califor"
louvre_cleaned_2.txt,Lisa Myth,PERSON,48593,48602,"Pierre; Heath-Brown, Christopher (2013). The Mona Lisa Myth. Santa Monica, California: Pantheon Press. ISBN 9"
louvre_cleaned_2.txt,Santa Monica,GPE,48604,48616,"th-Brown, Christopher (2013). The Mona Lisa Myth. Santa Monica, California: Pantheon Press. ISBN 978-1-4922-8949"
louvre_cleaned_2.txt,California,GPE,48618,48628,"stopher (2013). The Mona Lisa Myth. Santa Monica, California: Pantheon Press. ISBN 978-1-4922-8949-4. - ^ Frie"
louvre_cleaned_2.txt,Kemp,PERSON,48773,48777," pictorial biography. New York: Viking Press. - ^ Kemp, Martin (1981). Leonardo: The marvelous works of "
louvre_cleaned_2.txt,1981,DATE,48787,48791,"graphy. New York: Viking Press. - ^ Kemp, Martin (1981). Leonardo: The marvelous works of nature and man"
louvre_cleaned_2.txt,Cambridge,GPE,48843,48852," Leonardo: The marvelous works of nature and man. Cambridge, Massachusetts: Harvard University Press. ISBN 97"
louvre_cleaned_2.txt,Massachusetts,GPE,48854,48867,"The marvelous works of nature and man. Cambridge, Massachusetts: Harvard University Press. ISBN 978-0-674-52460-6"
louvre_cleaned_2.txt,Harvard University Press,ORG,48869,48893,"orks of nature and man. Cambridge, Massachusetts: Harvard University Press. ISBN 978-0-674-52460-6. - ^ Bramly, Serge (1995)"
louvre_cleaned_2.txt,"Bramly, Serge (",ORG,48923,48938,"ard University Press. ISBN 978-0-674-52460-6. - ^ Bramly, Serge (1995). Leonardo: The artist and the man. London: P"
louvre_cleaned_2.txt,1995,DATE,48938,48942,"Press. ISBN 978-0-674-52460-6. - ^ Bramly, Serge (1995). Leonardo: The artist and the man. London: Pengu"
louvre_cleaned_2.txt,"Marani, Pietro",ORG,49030,49044,"ondon: Penguin books. ISBN 978-0-14-023175-5. - ^ Marani, Pietro (2003). Leonardo: The complete paintings. New Yor"
louvre_cleaned_2.txt,Harry N. Abrams,PERSON,49097,49112,"003). Leonardo: The complete paintings. New York: Harry N. Abrams. ISBN 978-0-8109-9159-0. - ^ a b Zollner, Frank ("
louvre_cleaned_2.txt,Zollner,ORG,49146,49153," Harry N. Abrams. ISBN 978-0-8109-9159-0. - ^ a b Zollner, Frank (1993). ""Leonardo da Vinci's portrait of M"
louvre_cleaned_2.txt,Mona Lisa De Giocondo,PERSON,49202,49223,"r, Frank (1993). ""Leonardo da Vinci's portrait of Mona Lisa de Giocondo"" (PDF). Gazette des Beaux-Arts. 121: 115–138. Ret"
louvre_cleaned_2.txt,Gazette Des Beaux-Arts,PERSON,49232,49254,"Vinci's portrait of Mona Lisa de Giocondo"" (PDF). Gazette des Beaux-Arts. 121: 115–138. Retrieved 3 August 2017. - ^ a b c"
louvre_cleaned_2.txt,3 August 2017,DATE,49280,49293,". Gazette des Beaux-Arts. 121: 115–138. Retrieved 3 August 2017. - ^ a b c d e f g h Mohen, Jean-Pierre (2006). M"
louvre_cleaned_2.txt,Painting,ORG,49364,49372," Mohen, Jean-Pierre (2006). Mona Lisa: inside the Painting. Harry N. Abrams, Inc. p. 128. ISBN 978-0-8109-43"
louvre_cleaned_2.txt,Tallec,GPE,49452,49458,". ISBN 978-0-8109-4315-5. - ^ Delieuvin, Vincent; Tallec, Olivier (2017). What's so special about Mona Lis"
louvre_cleaned_2.txt,De Beatis,GPE,49575,49584,"s du musée du Louvre. ISBN 978-2-35031-564-5. - ^ De Beatis, Antonio (1979) [1st pub.:1517]. Hale, J.R.; Lind"
louvre_cleaned_2.txt,Antonio,PERSON,49586,49593,"du Louvre. ISBN 978-2-35031-564-5. - ^ De Beatis, Antonio (1979) [1st pub.:1517]. Hale, J.R.; Lindon, J.M.A"
louvre_cleaned_2.txt,1979,DATE,49595,49599,". ISBN 978-2-35031-564-5. - ^ De Beatis, Antonio (1979) [1st pub.:1517]. Hale, J.R.; Lindon, J.M.A. (eds"
louvre_cleaned_2.txt,J.R.,GPE,49624,49628," De Beatis, Antonio (1979) [1st pub.:1517]. Hale, J.R.; Lindon, J.M.A. (eds.). The travel journal of Ant"
louvre_cleaned_2.txt,Lindon,GPE,49630,49636,"atis, Antonio (1979) [1st pub.:1517]. Hale, J.R.; Lindon, J.M.A. (eds.). The travel journal of Antonio de "
louvre_cleaned_2.txt,J.M.A.,GPE,49638,49644,"tonio (1979) [1st pub.:1517]. Hale, J.R.; Lindon, J.M.A. (eds.). The travel journal of Antonio de Beatis: "
louvre_cleaned_2.txt,Antonio De Beatis: Germany,PERSON,49675,49701,".R.; Lindon, J.M.A. (eds.). The travel journal of Antonio de Beatis: Germany, Switzerland, the Low Countries, France and Italy"
louvre_cleaned_2.txt,Switzerland,GPE,49703,49714,"The travel journal of Antonio de Beatis: Germany, Switzerland, the Low Countries, France and Italy 1517–1518. L"
louvre_cleaned_2.txt,England,GPE,49771,49778,"ow Countries, France and Italy 1517–1518. London, England: Haklyut Society. - ^ Bacci, Mina (1978) [1963]. "
louvre_cleaned_2.txt,"Bacci, Mina",ORG,49801,49812," 1517–1518. London, England: Haklyut Society. - ^ Bacci, Mina (1978) [1963]. The Great Artists: Da Vinci. Trans"
louvre_cleaned_2.txt,1978,DATE,49814,49818,"ondon, England: Haklyut Society. - ^ Bacci, Mina (1978) [1963]. The Great Artists: Da Vinci. Translated "
louvre_cleaned_2.txt,Vinci,PERSON,49850,49855," Bacci, Mina (1978) [1963]. The Great Artists: Da Vinci. Translated by Tanguy, J. New York: Funk & Wagnal"
louvre_cleaned_2.txt,Tanguy,GPE,49871,49877,"1963]. The Great Artists: Da Vinci. Translated by Tanguy, J. New York: Funk & Wagnalls. - ^ a b c Wallace,"
louvre_cleaned_2.txt,Wallace,PERSON,49919,49926,"y Tanguy, J. New York: Funk & Wagnalls. - ^ a b c Wallace, Robert (1972) [1966]. The World of Leonardo: 145"
louvre_cleaned_2.txt,Robert,PERSON,49928,49934," J. New York: Funk & Wagnalls. - ^ a b c Wallace, Robert (1972) [1966]. The World of Leonardo: 1452–1519. "
louvre_cleaned_2.txt,1972,DATE,49936,49940,"York: Funk & Wagnalls. - ^ a b c Wallace, Robert (1972) [1966]. The World of Leonardo: 1452–1519. New Yo"
louvre_cleaned_2.txt,1966,DATE,49943,49947,"unk & Wagnalls. - ^ a b c Wallace, Robert (1972) [1966]. The World of Leonardo: 1452–1519. New York: Tim"
louvre_cleaned_2.txt,The World Of Leonardo,ORG,49950,49971,"agnalls. - ^ a b c Wallace, Robert (1972) [1966]. The World of Leonardo: 1452–1519. New York: Time-Life Books. pp. 163–64"
louvre_cleaned_2.txt,Time-Life Books,ORG,49994,50009,"966]. The World of Leonardo: 1452–1519. New York: Time-Life Books. pp. 163–64. - ^ Vasari, Giorgio (1550). Le Vite "
louvre_cleaned_2.txt,Le Vite De',ORG,50051,50062,"fe Books. pp. 163–64. - ^ Vasari, Giorgio (1550). Le Vite de' più eccellenti pittori, scultori, ed architettori"
louvre_cleaned_2.txt,Ed Architettori,PERSON,50097,50112,"0). Le Vite de' più eccellenti pittori, scultori, ed architettori. Florence, Italy: Lorenzo Torrentino. - ^ a b Bou"
louvre_cleaned_2.txt,Boudin De L'Arche,ORG,50159,50176,"ori. Florence, Italy: Lorenzo Torrentino. - ^ a b Boudin de l'Arche, Gerard (2017). A la recherche de Monna Lisa. Can"
louvre_cleaned_2.txt,Gerard,PERSON,50178,50184,"y: Lorenzo Torrentino. - ^ a b Boudin de l'Arche, Gerard (2017). A la recherche de Monna Lisa. Cannes, Fra"
louvre_cleaned_2.txt,Jestaz,GPE,50342,50348,"na Lisa"". louvre.fr. Retrieved 3 August 2017. - ^ Jestaz, Bertrand (1999). ""Francois 1er, Salai, et les ta"
louvre_cleaned_2.txt,Bertrand,GPE,50350,50358,". louvre.fr. Retrieved 3 August 2017. - ^ Jestaz, Bertrand (1999). ""Francois 1er, Salai, et les tableaux de "
louvre_cleaned_2.txt,Francois 1Er,PERSON,50368,50380,"eved 3 August 2017. - ^ Jestaz, Bertrand (1999). ""Francois 1er, Salai, et les tableaux de Léonard"". Revue de l'A"
louvre_cleaned_2.txt,Salai,PERSON,50382,50387,"2017. - ^ Jestaz, Bertrand (1999). ""Francois 1er, Salai, et les tableaux de Léonard"". Revue de l'Art (in "
louvre_cleaned_2.txt,Tableaux De Léonard,PERSON,50396,50415,"az, Bertrand (1999). ""Francois 1er, Salai, et les tableaux de Léonard"". Revue de l'Art (in French). 76 (1): 68–72. doi:"
louvre_cleaned_2.txt,Revue De L'Art,PERSON,50418,50432,"Francois 1er, Salai, et les tableaux de Léonard"". Revue de l'Art (in French). 76 (1): 68–72. doi:10.3406/rvart.199"
louvre_cleaned_2.txt,Delphi,ORG,50510,50516," doi:10.3406/rvart.1999.348476. - ^ a b Classics, Delphi; Russell, Peter (7 April 2017). The History of Ar"
louvre_cleaned_2.txt,Russell,PERSON,50518,50525,"3406/rvart.1999.348476. - ^ a b Classics, Delphi; Russell, Peter (7 April 2017). The History of Art in 50 P"
louvre_cleaned_2.txt,7 April 2017,DATE,50534,50546,"348476. - ^ a b Classics, Delphi; Russell, Peter (7 April 2017). The History of Art in 50 Paintings (Illustrated"
louvre_cleaned_2.txt,The History Of Art,ORG,50549,50567," Classics, Delphi; Russell, Peter (7 April 2017). The History of Art in 50 Paintings (Illustrated). Delphi Classics. I"
louvre_cleaned_2.txt,Paintings (Illustrated,WORK_OF_ART,50574,50596,"l, Peter (7 April 2017). The History of Art in 50 Paintings (Illustrated). Delphi Classics. ISBN 978-1-78656-508-2. - ^ ""T"
louvre_cleaned_2.txt,Delphi Classics,PERSON,50599,50614,"The History of Art in 50 Paintings (Illustrated). Delphi Classics. ISBN 978-1-78656-508-2. - ^ ""The Theft That Made"
louvre_cleaned_2.txt,The Theft That Made The 'Mona Lisa',WORK_OF_ART,50645,50680,"d). Delphi Classics. ISBN 978-1-78656-508-2. - ^ ""The Theft That Made The 'Mona Lisa' A Masterpiece"". NPR. 30 July 2011. Archived from "
louvre_cleaned_2.txt,27 August 2014,DATE,50746,50760," NPR. 30 July 2011. Archived from the original on 27 August 2014. Retrieved 26 August 2014. - ^ Bohm-Duchen, Monic"
louvre_cleaned_2.txt,26 August 2014,DATE,50772,50786,"ed from the original on 27 August 2014. Retrieved 26 August 2014. - ^ Bohm-Duchen, Monica (2001). The private life"
louvre_cleaned_2.txt,Bohm-Duchen,PERSON,50792,50803," on 27 August 2014. Retrieved 26 August 2014. - ^ Bohm-Duchen, Monica (2001). The private life of a masterpiece"
louvre_cleaned_2.txt,Monica,PERSON,50805,50811," 2014. Retrieved 26 August 2014. - ^ Bohm-Duchen, Monica (2001). The private life of a masterpiece. Univer"
louvre_cleaned_2.txt,University Of California Press,ORG,50855,50885,Monica (2001). The private life of a masterpiece. University of California Press. p. 53. ISBN 978-0-520-23378-2. Retrieved 10 Octo
louvre_cleaned_2.txt,10 October 2010,DATE,50928,50943,"a Press. p. 53. ISBN 978-0-520-23378-2. Retrieved 10 October 2010. - ^ Halpern, Jack (9 January 2019). ""The French "
louvre_cleaned_2.txt,9 January 2019,DATE,50964,50978,"-2. Retrieved 10 October 2010. - ^ Halpern, Jack (9 January 2019). ""The French Burglar Who Pulled Off His Generati"
louvre_cleaned_2.txt,The French,ORG,50982,50992,"ctober 2010. - ^ Halpern, Jack (9 January 2019). ""The French Burglar Who Pulled Off His Generation's Biggest A"
louvre_cleaned_2.txt,The New Yorker,ORG,51053,51067,"o Pulled Off His Generation's Biggest Art Heist"". The New Yorker. Retrieved 9 January 2019. - ^ ""Theft of the Mona"
louvre_cleaned_2.txt,Stoner Productions,ORG,51125,51143,"ved 9 January 2019. - ^ ""Theft of the Mona Lisa"". Stoner Productions via Public Broadcasting Service (PBS). Archived f"
louvre_cleaned_2.txt,Public Broadcasting Service,ORG,51148,51175," ""Theft of the Mona Lisa"". Stoner Productions via Public Broadcasting Service (PBS). Archived from the original on 29 October 2"
louvre_cleaned_2.txt,29 October 2009,DATE,51213,51228,"ting Service (PBS). Archived from the original on 29 October 2009. Retrieved 24 October 2009. - ^ Scotti, R. A. (Ap"
louvre_cleaned_2.txt,Scotti,GPE,51261,51267,"n 29 October 2009. Retrieved 24 October 2009. - ^ Scotti, R. A. (April 2010). Vanished Smile: The Mysterio"
louvre_cleaned_2.txt,April 2010,DATE,51276,51286,"09. Retrieved 24 October 2009. - ^ Scotti, R. A. (April 2010). Vanished Smile: The Mysterious Theft of the Mon"
louvre_cleaned_2.txt,The Mysterious Theft Of The Mona Lisa,ORG,51305,51342,". - ^ Scotti, R. A. (April 2010). Vanished Smile: The Mysterious Theft of the Mona Lisa. Vintage Books. ISBN 978-0-307-27838-8. Archived "
louvre_cleaned_2.txt,2 January 2016,DATE,51413,51427," 978-0-307-27838-8. Archived from the original on 2 January 2016. - ^ a b ""Top 25 Crimes of the Century: Stealing "
louvre_cleaned_2.txt,2 December 2007,DATE,51505,51520,"the Century: Stealing the Mona Lisa, 1911"". Time. 2 December 2007. Archived from the original on 14 July 2007. Retr"
louvre_cleaned_2.txt,14 July 2007,DATE,51552,51564,"e. 2 December 2007. Archived from the original on 14 July 2007. Retrieved 15 September 2007. - ^ Sale, Jonathan "
louvre_cleaned_2.txt,15 September 2007,DATE,51576,51593,"ived from the original on 14 July 2007. Retrieved 15 September 2007. - ^ Sale, Jonathan (8 May 2009). ""Review: The Lo"
louvre_cleaned_2.txt,Jonathan,PERSON,51605,51613,"July 2007. Retrieved 15 September 2007. - ^ Sale, Jonathan (8 May 2009). ""Review: The Lost Mona Lisa: The Ex"
louvre_cleaned_2.txt,8 May 2009,DATE,51615,51625," Retrieved 15 September 2007. - ^ Sale, Jonathan (8 May 2009). ""Review: The Lost Mona Lisa: The Extraordinary "
louvre_cleaned_2.txt,The Extraordinary True Story Of The Greatest Art Theft,ORG,51657,51711,"nathan (8 May 2009). ""Review: The Lost Mona Lisa: The Extraordinary True Story of the Greatest Art Theft in History by RA Scotti"". The Guardian. ISSN 1756"
louvre_cleaned_2.txt,Ra Scotti,ORG,51726,51735,"rue Story of the Greatest Art Theft in History by RA Scotti"". The Guardian. ISSN 1756-3224. Retrieved 23 July"
louvre_cleaned_2.txt,23 July 2019,DATE,51778,51790," Scotti"". The Guardian. ISSN 1756-3224. Retrieved 23 July 2019. - ^ Iqbal, Nosheen; Jonze, Tim (22 January 2020)"
